epoch,loss
129,0.07076320052146912
130,0.07264912128448486
131,0.07482846081256866
132,0.07205989211797714
133,0.07346967607736588
134,0.07316156476736069
135,0.07339832931756973
136,0.07282795011997223
137,0.07221082597970963
138,0.07354415953159332
139,0.0717635303735733
140,0.06974184513092041
141,0.07235386967658997
142,0.06996944546699524
143,0.07179326564073563
144,0.07267703860998154
145,0.06673231720924377
146,0.06898198276758194
147,0.07016295194625854
148,0.07142644375562668
149,0.06833869218826294
150,0.06794244796037674
151,0.06798961758613586
152,0.06833214312791824
153,0.068172886967659
154,0.06921306252479553
155,0.06535150110721588
156,0.07060834020376205
157,0.06800368428230286
158,0.06565272808074951
159,0.06865913420915604
160,0.06418904662132263
161,0.06632902473211288
162,0.06750429421663284
163,0.06569892168045044
164,0.06768622249364853
165,0.06799479573965073
166,0.06441112607717514
167,0.06547059118747711
168,0.06589266657829285
169,0.06444765627384186
170,0.06320108473300934
171,0.06412898004055023
172,0.06615392118692398
173,0.06427507102489471
174,0.06566780060529709
175,0.06393204629421234
176,0.06471738964319229
177,0.06395415216684341
178,0.06429426372051239
179,0.06325684487819672
180,0.06411222368478775
181,0.06220848113298416
182,0.061137281358242035
183,0.06375378370285034
184,0.06381409615278244
185,0.06228743866086006
186,0.06260228157043457
187,0.06090142950415611
188,0.06246913969516754
189,0.06158826872706413
190,0.06292188912630081
191,0.06339579075574875
192,0.061269283294677734
193,0.06207898259162903
194,0.06342033296823502
195,0.06183917447924614
196,0.06017231568694115
197,0.06188150867819786
198,0.06041860207915306
199,0.059073556214571
200,0.06036242097616196
201,0.05945887789130211
202,0.06067952886223793
203,0.05762660503387451
204,0.06149774417281151
205,0.05978769063949585
206,0.060578420758247375
207,0.056982867419719696
208,0.06020954251289368
209,0.0609515979886055
210,0.06052148714661598
211,0.060137610882520676
212,0.05861649289727211
213,0.05888697877526283
214,0.05976618081331253
215,0.058201830834150314
216,0.05880491062998772
217,0.06038358435034752
218,0.05804594233632088
219,0.05719999969005585
220,0.058946460485458374
221,0.05659214407205582
222,0.05763961002230644
223,0.057771120220422745
224,0.05871206894516945
225,0.05741569772362709
226,0.058028437197208405
227,0.05687922239303589
228,0.057915136218070984
229,0.058275219053030014
230,0.05484327673912048
231,0.05800066888332367
232,0.05726998671889305
233,0.05833003297448158
234,0.05567710101604462
235,0.056517139077186584
236,0.055068787187337875
237,0.05688745528459549
238,0.05545742064714432
239,0.05671917274594307
240,0.05506221577525139
241,0.05731894448399544
242,0.055823128670454025
243,0.05537762492895126
244,0.05461397394537926
245,0.055794376879930496
246,0.053078580647706985
247,0.057057853788137436
248,0.0552586168050766
249,0.05350099876523018
250,0.05558152124285698
251,0.05408371239900589
252,0.05529123917222023
253,0.05548834800720215
254,0.05470840260386467
255,0.05696095898747444
256,0.05348840728402138
257,0.05357001721858978
258,0.05363597720861435
259,0.05455402657389641
260,0.055622369050979614
261,0.053015850484371185
262,0.05339536815881729
263,0.05368354171514511
264,0.055408578366041183
265,0.05501982942223549
266,0.05402281507849693
267,0.054178327322006226
268,0.05370626226067543
269,0.052468642592430115
270,0.05229158326983452
271,0.053205836564302444
272,0.05163809284567833
273,0.053886864334344864
274,0.05378202721476555
275,0.055276405066251755
276,0.05351259931921959
277,0.054021067917346954
278,0.05347175896167755
279,0.05168537423014641
280,0.05126200616359711
281,0.05242091417312622
282,0.0523906871676445
283,0.05225715786218643
284,0.05313296243548393
285,0.05194934830069542
286,0.05304744094610214
287,0.05226493254303932
288,0.05085049197077751
289,0.051930200308561325
290,0.05122033879160881
291,0.05149481073021889
292,0.049561757594347
293,0.05112280696630478
294,0.05177605152130127
295,0.050603028386831284
296,0.051041677594184875
297,0.05096995458006859
298,0.050828129053115845
299,0.05291532352566719
300,0.051323361694812775
