produto,preco,data,vendas,temp,selic
Camiseta Básica Branca,49.9,2024-01-31,81.42917755622464,25.566513456987906,11.646978021978022
Camiseta Básica Branca,49.9,2024-02-01,87.74742670709362,29.484598304804184,11.643543956043956
Camiseta Básica Branca,49.9,2024-02-02,78.50203031284265,27.494700677660106,11.64010989010989
Camiseta Básica Branca,49.9,2024-02-03,87.1797511294609,25.12362866188415,11.636675824175825
Camiseta Básica Branca,49.9,2024-02-04,90.13298395005617,24.926329723958354,11.633241758241759
Camiseta Básica Branca,49.9,2024-02-05,86.74222596792441,27.454170825501524,11.629807692307692
Camiseta Básica Branca,49.9,2024-02-06,78.05214390614584,28.45075191955703,11.626373626373626
Camiseta Básica Branca,49.9,2024-02-07,86.23118871711954,25.066312863255323,11.62293956043956
Camiseta Básica Branca,49.9,2024-02-08,84.49874908320055,25.255447027898587,11.619505494505495
Camiseta Básica Branca,49.9,2024-02-09,82.72714315092257,27.554284583652628,11.616071428571429
Camiseta Básica Branca,49.9,2024-02-10,76.87218121912584,26.788411155538327,11.612637362637363
Camiseta Básica Branca,49.9,2024-02-11,90.31899563897039,25.908726772755887,11.609203296703297
Camiseta Básica Branca,49.9,2024-02-12,73.15449864850991,26.698751723293853,11.60576923076923
Camiseta Básica Branca,49.9,2024-02-13,96.5413505020971,21.459966699104566,11.602335164835164
Camiseta Básica Branca,49.9,2024-02-14,95.22184256556568,22.867135375512905,11.598901098901099
Camiseta Básica Branca,49.9,2024-02-15,88.6187782030563,23.73814868120142,11.595467032967033
Camiseta Básica Branca,49.9,2024-02-16,94.20340692199241,24.589004660896084,11.592032967032967
Camiseta Básica Branca,49.9,2024-02-17,90.9134435756931,22.47846734733446,11.588598901098901
Camiseta Básica Branca,49.9,2024-02-18,89.82042636536566,23.77846523063496,11.585164835164836
Camiseta Básica Branca,49.9,2024-02-19,94.18628472007585,23.528195523392874,11.58173076923077
Camiseta Básica Branca,49.9,2024-02-20,97.33566349668949,21.12108050446036,11.578296703296703
Camiseta Básica Branca,49.9,2024-02-21,77.38319802846344,24.994666691667177,11.574862637362637
Camiseta Básica Branca,49.9,2024-02-22,96.87753326408041,21.944916693459298,11.571428571428571
Camiseta Básica Branca,49.9,2024-02-23,82.85136222690056,24.16018261327352,11.567994505494505
Camiseta Básica Branca,49.9,2024-02-24,92.004883099676,21.743216869439262,11.56456043956044
Camiseta Básica Branca,49.9,2024-02-25,97.80244999343809,21.683207991844405,11.561126373626374
Camiseta Básica Branca,49.9,2024-02-26,102.74427940028198,21.526715512011187,11.557692307692308
Camiseta Básica Branca,49.9,2024-02-27,96.73639671695089,20.66616640098342,11.554258241758241
Camiseta Básica Branca,49.9,2024-02-28,90.01866661476609,22.738223703191096,11.550824175824175
Camiseta Básica Branca,49.9,2024-02-29,86.30407683247017,22.25855642444508,11.54739010989011
Camiseta Básica Branca,49.9,2024-03-01,94.97454282941914,24.3639408042575,11.543956043956044
Camiseta Básica Branca,49.9,2024-03-02,88.94184543242827,20.157911656139174,11.540521978021978
Camiseta Básica Branca,49.9,2024-03-03,96.16529824741181,22.166154951961573,11.537087912087912
Camiseta Básica Branca,49.9,2024-03-04,102.35611924096266,19.644730237933466,11.533653846153847
Camiseta Básica Branca,49.9,2024-03-05,97.48102980357123,20.186317879554462,11.530219780219781
Camiseta Básica Branca,49.9,2024-03-06,105.33725425181218,19.526259654947616,11.526785714285714
Camiseta Básica Branca,49.9,2024-03-07,97.04698479849205,21.962517626130666,11.523351648351648
Camiseta Básica Branca,49.9,2024-03-08,96.20306477571769,20.510598785022633,11.519917582417582
Camiseta Básica Branca,49.9,2024-03-09,84.2399710546582,21.813785758454742,11.516483516483516
Camiseta Básica Branca,49.9,2024-03-10,87.38447182382679,19.52444121520384,11.51304945054945
Camiseta Básica Branca,49.9,2024-03-11,108.8661853521884,18.327486753218047,11.509615384615385
Camiseta Básica Branca,49.9,2024-03-12,101.58317833129419,16.71905008472633,11.50618131868132
Camiseta Básica Branca,49.9,2024-03-13,103.15739189431513,20.12331339857464,11.502747252747252
Camiseta Básica Branca,49.9,2024-03-14,108.08484789082895,19.67593015270456,11.499313186813186
Camiseta Básica Branca,49.9,2024-03-15,96.43710426913748,21.16061350481784,11.49587912087912
Camiseta Básica Branca,49.9,2024-03-16,91.25211005247579,23.475446217970664,11.492445054945055
Camiseta Básica Branca,49.9,2024-03-17,98.94505017557152,17.655004239721187,11.489010989010989
Camiseta Básica Branca,49.9,2024-03-18,108.11011864507594,14.665956693594087,11.485576923076923
Camiseta Básica Branca,49.9,2024-03-19,92.03669791935168,19.823016051722878,11.482142857142858
Camiseta Básica Branca,49.9,2024-03-20,104.7065816272466,14.543987144162866,11.478708791208792
Camiseta Básica Branca,49.9,2024-03-21,101.34497456835567,20.007484409163798,11.475274725274724
Camiseta Básica Branca,49.9,2024-03-22,113.76395577462995,17.566053559866546,11.471840659340659
Camiseta Básica Branca,49.9,2024-03-23,99.62937456303501,19.08886049897655,11.468406593406593
Camiseta Básica Branca,49.9,2024-03-24,105.81355973458162,16.05273924655556,11.464972527472527
Camiseta Básica Branca,49.9,2024-03-25,108.39756016683208,16.840075562488575,11.461538461538462
Camiseta Básica Branca,49.9,2024-03-26,105.41296854952037,17.804402957084463,11.458104395604396
Camiseta Básica Branca,49.9,2024-03-27,105.9378622088733,15.81877675915974,11.45467032967033
Camiseta Básica Branca,49.9,2024-03-28,104.5493081581356,14.294094652144935,11.451236263736265
Camiseta Básica Branca,49.9,2024-03-29,94.63601110244845,18.416855532097482,11.447802197802197
Camiseta Básica Branca,49.9,2024-03-30,98.00303668437218,18.41995700281551,11.444368131868131
Camiseta Básica Branca,49.9,2024-03-31,112.71635888187748,11.094519557849388,11.440934065934066
Camiseta Básica Branca,49.9,2024-04-01,97.6938535401866,16.856184549064867,11.4375
Camiseta Básica Branca,49.9,2024-04-02,97.40786546750257,17.455491748267548,11.434065934065934
Camiseta Básica Branca,49.9,2024-04-03,106.71957993716963,16.362642007417936,11.430631868131869
Camiseta Básica Branca,49.9,2024-04-04,111.01619660802409,14.993634266789515,11.427197802197803
Camiseta Básica Branca,49.9,2024-04-05,110.16176487261403,15.225134920067827,11.423763736263735
Camiseta Básica Branca,49.9,2024-04-06,93.85467623545576,18.628295819965672,11.42032967032967
Camiseta Básica Branca,49.9,2024-04-07,98.41693882192448,16.851276998138736,11.416895604395604
Camiseta Básica Branca,49.9,2024-04-08,117.70039854160031,14.434788457461547,11.413461538461538
Camiseta Básica Branca,49.9,2024-04-09,121.0686106950931,13.065090253078035,11.410027472527473
Camiseta Básica Branca,49.9,2024-04-10,115.03192194852534,9.747289261111984,11.406593406593407
Camiseta Básica Branca,49.9,2024-04-11,109.52668609945314,16.14734108901321,11.403159340659341
Camiseta Básica Branca,49.9,2024-04-12,113.48114146352103,13.72479838459793,11.399725274725276
Camiseta Básica Branca,49.9,2024-04-13,118.90206431976556,10.498742214157938,11.396291208791208
Camiseta Básica Branca,49.9,2024-04-14,117.82810285560345,11.030448595632375,11.392857142857142
Camiseta Básica Branca,49.9,2024-04-15,105.23389280014649,13.764199163512451,11.389423076923077
Camiseta Básica Branca,49.9,2024-04-16,113.44337955271605,12.850337523499341,11.385989010989011
Camiseta Básica Branca,49.9,2024-04-17,109.86817617426682,11.120685238182153,11.382554945054945
Camiseta Básica Branca,49.9,2024-04-18,108.00244235117586,13.998198530997806,11.37912087912088
Camiseta Básica Branca,49.9,2024-04-19,119.90382545375239,13.002124270026863,11.375686813186814
Camiseta Básica Branca,49.9,2024-04-20,111.13438412462244,8.994175111442729,11.372252747252748
Camiseta Básica Branca,49.9,2024-04-21,115.1490826678683,11.584024299283447,11.36881868131868
Camiseta Básica Branca,49.9,2024-04-22,108.14788329317209,15.11098416285553,11.365384615384615
Camiseta Básica Branca,49.9,2024-04-23,108.99972565419803,8.91135905180746,11.36195054945055
Camiseta Básica Branca,49.9,2024-04-24,124.92219287896518,7.847822538335077,11.358516483516484
Camiseta Básica Branca,49.9,2024-04-25,119.734934948654,11.717892433077594,11.355082417582418
Camiseta Básica Branca,49.9,2024-04-26,101.48003722057771,13.649015043081798,11.351648351648352
Camiseta Básica Branca,49.9,2024-04-27,122.23992194549604,11.526743767334617,11.348214285714286
Camiseta Básica Branca,49.9,2024-04-28,117.22500434250999,8.456913299892607,11.344780219780219
Camiseta Básica Branca,49.9,2024-04-29,115.1713299759406,14.505613101422501,11.341346153846153
Camiseta Básica Branca,49.9,2024-04-30,115.66996957562543,8.200268252035066,11.337912087912088
Camiseta Básica Branca,49.9,2024-05-01,126.23091597123766,10.339201195895287,11.334478021978022
Camiseta Básica Branca,49.9,2024-05-02,119.41687596419455,9.280300961510262,11.331043956043956
Camiseta Básica Branca,49.9,2024-05-03,132.41323294351798,5.981537435779478,11.32760989010989
Camiseta Básica Branca,49.9,2024-05-04,117.11880255519853,8.698146753494449,11.324175824175825
Camiseta Básica Branca,49.9,2024-05-05,119.1556452539554,8.27419077434942,11.320741758241759
Camiseta Básica Branca,49.9,2024-05-06,131.70459472908436,6.33823004137435,11.317307692307692
Camiseta Básica Branca,49.9,2024-05-07,127.43481459915132,8.295654914158128,11.313873626373626
Camiseta Básica Branca,49.9,2024-05-08,111.61488039343655,11.969790949847404,11.31043956043956
Camiseta Básica Branca,49.9,2024-05-09,122.57655024989018,8.928416018101363,11.307005494505495
Camiseta Básica Branca,49.9,2024-05-10,124.3666797902176,7.076689011584143,11.303571428571429
Camiseta Básica Branca,49.9,2024-05-11,112.92712158175536,10.071232870828487,11.300137362637363
Camiseta Básica Branca,49.9,2024-05-12,131.5120513933236,7.872855869671113,11.296703296703297
Camiseta Básica Branca,49.9,2024-05-13,130.75990875237665,9.735645483179349,11.29326923076923
Camiseta Básica Branca,49.9,2024-05-14,127.68706043352203,7.917933530750744,11.289835164835164
Camiseta Básica Branca,49.9,2024-05-15,122.57573334760926,7.528639162747218,11.286401098901099
Camiseta Básica Branca,49.9,2024-05-16,123.3562316501772,9.416397450037572,11.282967032967033
Camiseta Básica Branca,49.9,2024-05-17,126.1607534706601,9.239737718809419,11.279532967032967
Camiseta Básica Branca,49.9,2024-05-18,113.64133778600723,11.430088193831901,11.276098901098901
Camiseta Básica Branca,49.9,2024-05-19,112.56485072999392,11.240369960871956,11.272664835164836
Camiseta Básica Branca,49.9,2024-05-20,130.36104981218804,6.5012684659170805,11.26923076923077
Camiseta Básica Branca,49.9,2024-05-21,124.9702197990834,5.237660423086429,11.265796703296703
Camiseta Básica Branca,49.9,2024-05-22,129.65818527870817,6.846937277366648,11.262362637362637
Camiseta Básica Branca,49.9,2024-05-23,124.46444182210666,5.91273598294575,11.258928571428571
Camiseta Básica Branca,49.9,2024-05-24,123.4737846808938,7.8434232760798945,11.255494505494505
Camiseta Básica Branca,49.9,2024-05-25,118.31438329454575,8.192819556101353,11.25206043956044
Camiseta Básica Branca,49.9,2024-05-26,121.22425351091563,8.054864696469823,11.248626373626374
Camiseta Básica Branca,49.9,2024-05-27,134.22206460356674,5.311570252487581,11.245192307692308
Camiseta Básica Branca,49.9,2024-05-28,115.64457476321489,9.146249831954883,11.241758241758241
Camiseta Básica Branca,49.9,2024-05-29,134.6101651486291,7.654511265880955,11.238324175824175
Camiseta Básica Branca,49.9,2024-05-30,119.13082391778424,9.28685262777701,11.23489010989011
Camiseta Básica Branca,49.9,2024-05-31,120.50484553127356,9.537976914437904,11.231456043956044
Camiseta Básica Branca,49.9,2024-06-01,118.7414113313385,10.690467106506842,11.228021978021978
Camiseta Básica Branca,49.9,2024-06-02,124.64588505342665,7.6340968662128565,11.224587912087912
Camiseta Básica Branca,49.9,2024-06-03,120.85899874738381,7.704809331382284,11.221153846153847
Camiseta Básica Branca,49.9,2024-06-04,133.1056035940766,4.436503482217658,11.217719780219781
Camiseta Básica Branca,49.9,2024-06-05,131.97043290027725,6.267528584818659,11.214285714285714
Camiseta Básica Branca,49.9,2024-06-06,123.26571427119615,6.247857050024041,11.210851648351648
Camiseta Básica Branca,49.9,2024-06-07,126.21161970927882,9.578968173613589,11.207417582417582
Camiseta Básica Branca,49.9,2024-06-08,123.16107022959724,8.30861501280824,11.203983516483516
Camiseta Básica Branca,49.9,2024-06-09,130.62941286248136,2.947082769659241,11.20054945054945
Camiseta Básica Branca,49.9,2024-06-10,129.12876254856135,5.066053304735198,11.197115384615385
Camiseta Básica Branca,49.9,2024-06-11,133.61500597688757,5.911913230988185,11.19368131868132
Camiseta Básica Branca,49.9,2024-06-12,131.27087580804593,3.2595275761864904,11.190247252747252
Camiseta Básica Branca,49.9,2024-06-13,127.50670609160503,4.614075915538147,11.186813186813186
Camiseta Básica Branca,49.9,2024-06-14,112.94075849003556,8.854858852045517,11.18337912087912
Camiseta Básica Branca,49.9,2024-06-15,132.88085899643795,3.7286062613993582,11.179945054945055
Camiseta Básica Branca,49.9,2024-06-16,130.1829172654033,4.390051298359465,11.176510989010989
Camiseta Básica Branca,49.9,2024-06-17,127.87715088853378,6.18767812544547,11.173076923076923
Camiseta Básica Branca,49.9,2024-06-18,136.45285301130752,3.168290581759145,11.169642857142858
Camiseta Básica Branca,49.9,2024-06-19,128.1396649561918,7.046474288868775,11.166208791208792
Camiseta Básica Branca,49.9,2024-06-20,123.37845292858407,6.116948181516257,11.162774725274724
Camiseta Básica Branca,49.9,2024-06-21,134.85528764719697,3.124328418392868,11.159340659340659
Camiseta Básica Branca,49.9,2024-06-22,128.84820523824723,2.9239614413419783,11.155906593406593
Camiseta Básica Branca,49.9,2024-06-23,124.55902044637239,7.538075836471325,11.152472527472527
Camiseta Básica Branca,49.9,2024-06-24,131.14798067181766,3.1656943553661625,11.149038461538462
Camiseta Básica Branca,49.9,2024-06-25,130.80460160578141,6.569549993593873,11.145604395604396
Camiseta Básica Branca,49.9,2024-06-26,122.94212339680543,5.113842202258784,11.14217032967033
Camiseta Básica Branca,49.9,2024-06-27,127.69233458059361,7.457199672294507,11.138736263736265
Camiseta Básica Branca,49.9,2024-06-28,136.6741049570609,4.163961847750003,11.135302197802197
Camiseta Básica Branca,49.9,2024-06-29,128.01221697089622,7.161875440730926,11.131868131868131
Camiseta Básica Branca,49.9,2024-06-30,132.96244577249743,4.373460842859275,11.128434065934066
Camiseta Básica Branca,49.9,2024-07-01,114.73251991796647,9.549809270377896,11.125
Camiseta Básica Branca,49.9,2024-07-02,126.62058265359559,6.561504959993466,11.121565934065934
Camiseta Básica Branca,49.9,2024-07-03,123.17502119923279,6.576222679976075,11.118131868131869
Camiseta Básica Branca,49.9,2024-07-04,123.97284234315045,10.35229390049142,11.114697802197803
Camiseta Básica Branca,49.9,2024-07-05,128.45635787736933,8.352770304784631,11.111263736263737
Camiseta Básica Branca,49.9,2024-07-06,123.74443456601087,10.929839314406681,11.10782967032967
Camiseta Básica Branca,49.9,2024-07-07,113.9776087485244,9.409202335395326,11.104395604395604
Camiseta Básica Branca,49.9,2024-07-08,135.94763323670614,4.459521671217592,11.100961538461538
Camiseta Básica Branca,49.9,2024-07-09,124.99893808612644,7.3397957937874185,11.097527472527473
Camiseta Básica Branca,49.9,2024-07-10,119.2671498695481,6.12505348533929,11.094093406593407
Camiseta Básica Branca,49.9,2024-07-11,129.29253780586552,11.501139959966348,11.090659340659341
Camiseta Básica Branca,49.9,2024-07-12,120.83983496080526,6.113568181500838,11.087225274725276
Camiseta Básica Branca,49.9,2024-07-13,113.13464983470013,9.044771486689354,11.083791208791208
Camiseta Básica Branca,49.9,2024-07-14,128.456433531205,8.178374658640859,11.080357142857142
Camiseta Básica Branca,49.9,2024-07-15,130.14877168276675,7.733809295471728,11.076923076923077
Camiseta Básica Branca,49.9,2024-07-16,119.99437187340273,7.410878181744934,11.073489010989011
Camiseta Básica Branca,49.9,2024-07-17,123.20302130491422,7.74408799970454,11.070054945054945
Camiseta Básica Branca,49.9,2024-07-18,121.55144159437799,8.192211904756078,11.06662087912088
Camiseta Básica Branca,49.9,2024-07-19,134.961926549729,7.542559814925319,11.063186813186814
Camiseta Básica Branca,49.9,2024-07-20,122.96988875005498,8.073660582946488,11.059752747252748
Camiseta Básica Branca,49.9,2024-07-21,122.17770797837531,9.600579276446759,11.05631868131868
Camiseta Básica Branca,49.9,2024-07-22,130.66792977491488,6.073887859574817,11.052884615384615
Camiseta Básica Branca,49.9,2024-07-23,123.0546653412531,7.110546035192225,11.04945054945055
Camiseta Básica Branca,49.9,2024-07-24,123.55045494097529,7.636403480772782,11.046016483516484
Camiseta Básica Branca,49.9,2024-07-25,125.63613104365884,7.168256348059707,11.042582417582418
Camiseta Básica Branca,49.9,2024-07-26,119.1075372334031,10.0350971021996,11.039148351648352
Camiseta Básica Branca,49.9,2024-07-27,123.29498979308093,7.830793693703576,11.035714285714286
Camiseta Básica Branca,49.9,2024-07-28,113.58908282761773,10.968294675627721,11.032280219780219
Camiseta Básica Branca,49.9,2024-07-29,122.5058779877884,7.294010470709177,11.028846153846153
Camiseta Básica Branca,49.9,2024-07-30,116.58750645441445,8.899129403979883,11.025412087912088
Camiseta Básica Branca,49.9,2024-07-31,136.19202413956418,6.739698113745041,11.021978021978022
Camiseta Básica Branca,49.9,2024-08-01,118.2537921622716,8.983355807665788,11.018543956043956
Camiseta Básica Branca,49.9,2024-08-02,128.17450511080057,9.423441108664539,11.01510989010989
Camiseta Básica Branca,49.9,2024-08-03,124.4954891244342,10.234795982144352,11.011675824175825
Camiseta Básica Branca,49.9,2024-08-04,127.2715502850082,7.4577454082305366,11.008241758241759
Camiseta Básica Branca,49.9,2024-08-05,119.22732963812342,13.826141281083162,11.004807692307692
Camiseta Básica Branca,49.9,2024-08-06,125.0586391331848,10.015078520529016,11.001373626373626
Camiseta Básica Branca,49.9,2024-08-07,114.99840356411158,10.259335835744007,10.99793956043956
Camiseta Básica Branca,49.9,2024-08-08,122.97875527270418,7.516178785973082,10.994505494505495
Camiseta Básica Branca,49.9,2024-08-09,126.19629414927391,8.296021695615003,10.991071428571429
Camiseta Básica Branca,49.9,2024-08-10,127.41193424363811,7.840710178701393,10.987637362637363
Camiseta Básica Branca,49.9,2024-08-11,120.55711088207573,9.010972582283383,10.984203296703297
Camiseta Básica Branca,49.9,2024-08-12,121.63682152901454,11.045598355367979,10.98076923076923
Camiseta Básica Branca,49.9,2024-08-13,125.69972819767993,6.204128238642244,10.977335164835164
Camiseta Básica Branca,49.9,2024-08-14,102.61611671949304,12.63867808935555,10.973901098901099
Camiseta Básica Branca,49.9,2024-08-15,120.72746164152022,10.90188426848101,10.970467032967033
Camiseta Básica Branca,49.9,2024-08-16,112.10477215888118,15.110945142766324,10.967032967032967
Camiseta Básica Branca,49.9,2024-08-17,113.00908270844411,11.269702498296521,10.963598901098901
Camiseta Básica Branca,49.9,2024-08-18,124.88262000346992,12.068190702865222,10.960164835164836
Camiseta Básica Branca,49.9,2024-08-19,118.8052477600744,11.298190035267416,10.95673076923077
Camiseta Básica Branca,49.9,2024-08-20,117.67863678691644,9.925824651071082,10.953296703296703
Camiseta Básica Branca,49.9,2024-08-21,110.8734169666021,14.51966475487063,10.949862637362637
Camiseta Básica Branca,49.9,2024-08-22,115.12712663542294,9.682193694448836,10.946428571428571
Camiseta Básica Branca,49.9,2024-08-23,119.06892859283806,13.193134735072132,10.942994505494505
Camiseta Básica Branca,49.9,2024-08-24,117.7498115365565,11.207637889941832,10.93956043956044
Camiseta Básica Branca,49.9,2024-08-25,106.18567657125196,12.988011897926137,10.936126373626374
Camiseta Básica Branca,49.9,2024-08-26,114.76441334341257,13.490054280834434,10.932692307692308
Camiseta Básica Branca,49.9,2024-08-27,121.70782796474825,14.765032024601561,10.929258241758241
Camiseta Básica Branca,49.9,2024-08-28,112.53715286932861,14.809913058945021,10.925824175824175
Camiseta Básica Branca,49.9,2024-08-29,111.25562828488127,13.93572431014691,10.92239010989011
Camiseta Básica Branca,49.9,2024-08-30,116.74327333216257,12.97441810268645,10.918956043956044
Camiseta Básica Branca,49.9,2024-08-31,103.82160455176913,19.349838692169577,10.915521978021978
Camiseta Básica Branca,49.9,2024-09-01,116.83922474953326,11.491823176234973,10.912087912087912
Camiseta Básica Branca,49.9,2024-09-02,105.04046018816584,14.489171391939935,10.908653846153847
Camiseta Básica Branca,49.9,2024-09-03,106.16079045149195,15.377036985622237,10.905219780219781
Camiseta Básica Branca,49.9,2024-09-04,120.03568312181736,15.52466556386673,10.901785714285714
Camiseta Básica Branca,49.9,2024-09-05,109.63866711541719,15.227535176455907,10.898351648351648
Camiseta Básica Branca,49.9,2024-09-06,102.02665727179992,16.42776480608135,10.894917582417582
Camiseta Básica Branca,49.9,2024-09-07,114.28665701354208,16.927858901986397,10.891483516483516
Camiseta Básica Branca,49.9,2024-09-08,107.18443342747837,16.44662599299956,10.88804945054945
Camiseta Básica Branca,49.9,2024-09-09,117.94569617662434,17.640421966564713,10.884615384615385
Camiseta Básica Branca,49.9,2024-09-10,114.12379121540553,15.616310389642752,10.88118131868132
Camiseta Básica Branca,49.9,2024-09-11,107.282208691944,15.60430379006738,10.877747252747252
Camiseta Básica Branca,49.9,2024-09-12,97.43180933274888,19.963478411435087,10.874313186813186
Camiseta Básica Branca,49.9,2024-09-13,120.35334810311097,16.65441464000103,10.87087912087912
Camiseta Básica Branca,49.9,2024-09-14,107.49477821724301,16.63854075959397,10.867445054945055
Camiseta Básica Branca,49.9,2024-09-15,104.4138543420694,19.823493718563064,10.864010989010989
Camiseta Básica Branca,49.9,2024-09-16,102.032815805317,18.128972862679802,10.860576923076923
Camiseta Básica Branca,49.9,2024-09-17,97.47640036590226,19.333042808960954,10.857142857142858
Camiseta Básica Branca,49.9,2024-09-18,103.74639301692689,17.066427070193473,10.853708791208792
Camiseta Básica Branca,49.9,2024-09-19,103.87834619606954,19.579734728297268,10.850274725274724
Camiseta Básica Branca,49.9,2024-09-20,101.170713179471,18.47929358689538,10.846840659340659
Camiseta Básica Branca,49.9,2024-09-21,110.01611743250346,18.032964565341384,10.843406593406593
Camiseta Básica Branca,49.9,2024-09-22,111.5504227060728,16.184619630166942,10.839972527472527
Camiseta Básica Branca,49.9,2024-09-23,96.76161068212359,20.955949155575233,10.836538461538462
Camiseta Básica Branca,49.9,2024-09-24,116.39323634782863,16.5146259179204,10.833104395604396
Camiseta Básica Branca,49.9,2024-09-25,93.23613980532838,21.605990482695624,10.82967032967033
Camiseta Básica Branca,49.9,2024-09-26,90.99112175618019,20.670362551139945,10.826236263736265
Camiseta Básica Branca,49.9,2024-09-27,103.36167546048331,18.21448059892513,10.822802197802197
Camiseta Básica Branca,49.9,2024-09-28,103.15120961129321,21.716438794941325,10.819368131868131
Camiseta Básica Branca,49.9,2024-09-29,91.41225923479121,20.721867348082306,10.815934065934066
Camiseta Básica Branca,49.9,2024-09-30,99.08309240612944,21.1559334935054,10.8125
Camiseta Básica Branca,49.9,2024-10-01,104.13776342859353,18.28266961644769,10.809065934065934
Camiseta Básica Branca,49.9,2024-10-02,115.51465445112036,16.03923652273361,10.805631868131869
Camiseta Básica Branca,49.9,2024-10-03,105.27988951170869,18.632392494112633,10.802197802197803
Camiseta Básica Branca,49.9,2024-10-04,103.97882655511339,19.829890709543953,10.798763736263737
Camiseta Básica Branca,49.9,2024-10-05,95.25953880488524,22.74266346245169,10.79532967032967
Camiseta Básica Branca,49.9,2024-10-06,106.0092197615045,22.08714856800874,10.791895604395604
Camiseta Básica Branca,49.9,2024-10-07,92.64897671768955,21.059305559566848,10.788461538461538
Camiseta Básica Branca,49.9,2024-10-08,99.90335203328084,21.485486431786896,10.785027472527473
Camiseta Básica Branca,49.9,2024-10-09,105.99014240800588,21.95983355266001,10.781593406593407
Camiseta Básica Branca,49.9,2024-10-10,98.81990265701101,22.59132104828168,10.778159340659341
Camiseta Básica Branca,49.9,2024-10-11,98.29849106290696,20.312527187812464,10.774725274725276
Camiseta Básica Branca,49.9,2024-10-12,92.89851174369998,23.874845649720154,10.771291208791208
Camiseta Básica Branca,49.9,2024-10-13,93.00608574950382,23.31385444884278,10.767857142857142
Camiseta Básica Branca,49.9,2024-10-14,82.08305672997061,25.019713177139597,10.764423076923077
Camiseta Básica Branca,49.9,2024-10-15,92.81891323979607,24.467549898445483,10.760989010989011
Camiseta Básica Branca,49.9,2024-10-16,91.96838907042778,26.36426003667928,10.757554945054945
Camiseta Básica Branca,49.9,2024-10-17,93.09553715676125,23.677592335057046,10.75412087912088
Camiseta Básica Branca,49.9,2024-10-18,94.22506868730198,21.51590014074925,10.750686813186814
Camiseta Básica Branca,49.9,2024-10-19,87.68504521169075,25.63916427489446,10.747252747252748
Camiseta Básica Branca,49.9,2024-10-20,93.33176724479964,22.060755986699476,10.74381868131868
Camiseta Básica Branca,49.9,2024-10-21,96.0658875005703,22.107854760821226,10.740384615384615
Camiseta Básica Branca,49.9,2024-10-22,100.15651125522635,25.124028324062873,10.73695054945055
Camiseta Básica Branca,49.9,2024-10-23,105.59944701878621,19.95266631319399,10.733516483516484
